onetsoc_code,cip_code,match_strength,qualifier,note
51-6064.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-6091.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-6091.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-6091.00,40.0801,0.72,,"seeded from ""Physics"""
51-6092.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-6092.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-6092.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-6093.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-6093.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-6093.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-6099.00,44.0701,0.93,,"seeded from ""Social Work"""
51-7011.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
51-7011.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-7021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-7021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-7021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-7031.00,50.0404,0.98,,"seeded from ""Industrial Design"""
51-7032.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-7032.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-7032.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-7041.00,11.0701,0.80,,"seeded from ""Computer Science"""
51-7041.00,11.1003,0.80,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
51-7041.00,14.0901,0.80,,"seeded from ""Computer Engineering"""
51-7041.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-7041.00,52.1201,0.80,,"seeded from ""Computer Information Systems"""
51-7042.00,11.0701,0.80,,"seeded from ""Computer Science"""
51-7042.00,11.1003,0.80,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
51-7042.00,14.0901,0.80,,"seeded from ""Computer Engineering"""
51-7042.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-7042.00,52.1201,0.80,,"seeded from ""Computer Information Systems"""
51-7099.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-7099.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-7099.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-8011.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
51-8011.00,43.0202,0.94,,"seeded from ""Fire and Emergency Response Administration"""
51-8011.00,54.0101,0.72,,"seeded from ""History"""
51-8012.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
51-8013.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
51-8013.00,15.0805,0.90,,"seeded from ""Mechanical Engineering Technology"""
51-8013.03,23.1304,0.90,,"seeded from ""Communication Studies"""
51-8013.03,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-8013.03,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-8013.04,23.1304,0.90,,"seeded from ""Communication Studies"""
51-8013.04,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-8013.04,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-8021.00,15.0613,0.83,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-8021.00,15.0613,0.83,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-8021.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
51-8021.00,50.0404,0.83,,"seeded from ""Industrial Design"""
51-8021.00,52.2001,0.83,,"seeded from ""Construction Project Management"""
51-8031.00,14.1401,0.94,,"seeded from ""Environmental Engineering"""
51-8031.00,26.0101,0.72,,"seeded from ""Biology"""
51-8031.00,40.0601,0.72,,"seeded from ""Applied Geology"""
51-8091.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-8091.00,40.0501,0.90,,"seeded from ""Chemistry"""
51-8092.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-8093.00,40.0601,0.90,,"seeded from ""Applied Geology"""
51-8099.00,23.1304,0.90,,"seeded from ""Communication Studies"""
51-8099.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-8099.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-8099.01,10.0105,0.95,,"seeded from ""Video Production"""
51-8099.01,15.0613,0.75,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-8099.01,15.0613,0.95,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-8099.01,52.0299,0.75,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
51-8099.01,54.0101,0.75,,"seeded from ""History"""
51-9011.00,15.0613,0.94,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-9011.00,15.0613,0.94,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9011.00,50.0404,0.94,,"seeded from ""Industrial Design"""
51-9012.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9012.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9012.00,40.0801,0.72,,"seeded from ""Physics"""
51-9021.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9021.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9021.00,40.0801,0.72,,"seeded from ""Physics"""
51-9022.00,14.1001,0.80,,"seeded from ""Electrical Engineering"""
51-9022.00,44.0701,0.93,,"seeded from ""Social Work"""
51-9023.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9023.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9023.00,40.0501,0.72,,"seeded from ""Chemistry"""
51-9031.00,14.1001,0.90,,"seeded from ""Electrical Engineering"""
51-9032.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9032.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9032.00,40.0801,0.72,,"seeded from ""Physics"""
51-9041.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9051.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9051.00,40.0801,0.90,,"seeded from ""Physics"""
51-9061.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9061.00,40.0801,0.90,,"seeded from ""Physics"""
51-9071.00,50.0404,0.94,,"seeded from ""Industrial Design"""
51-9071.00,50.0702,0.72,,"seeded from ""Art"""
51-9071.00,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
51-9071.06,15.0613,0.83,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-9071.06,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9071.06,50.0404,0.83,,"seeded from ""Industrial Design"""
51-9081.00,26.0101,0.94,,"seeded from ""Biology"""
51-9081.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
51-9081.00,40.0501,0.94,,"seeded from ""Chemistry"""
51-9082.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
51-9082.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
51-9083.00,26.0101,0.94,,"seeded from ""Biology"""
51-9083.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
51-9083.00,40.0501,0.94,,"seeded from ""Chemistry"""
51-9111.00,15.0613,0.94,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-9111.00,15.0613,0.94,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9111.00,50.0404,0.94,,"seeded from ""Industrial Design"""
51-9123.00,44.0701,0.93,,"seeded from ""Social Work"""
51-9124.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9124.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9124.00,50.0702,0.72,,"seeded from ""Art"""
51-9141.00,13.1001,0.90,,"seeded from ""Special Education"""
51-9141.00,40.0501,0.90,,"seeded from ""Chemistry"""
51-9151.00,09.0402,0.83,,"seeded from ""Broadcast Journalism"""
51-9151.00,09.0702,0.98,,"seeded from ""Media Production and Leadership"""
51-9151.00,09.0908,0.83,,"seeded from ""Technical Writing and Editing"""
51-9151.00,10.0105,0.83,,"seeded from ""Video Production"""
51-9161.00,11.0701,0.98,,"seeded from ""Computer Science"""
51-9161.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
51-9161.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
51-9161.00,30.7001,0.80,,"seeded from ""Data Science and Machine Learning"""
51-9161.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
51-9162.00,11.0701,0.98,,"seeded from ""Computer Science"""
51-9162.00,11.1003,0.91,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
51-9162.00,14.0901,0.91,,"seeded from ""Computer Engineering"""
51-9162.00,52.1201,0.91,,"seeded from ""Computer Information Systems"""
51-9191.00,15.0613,0.72,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9191.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9191.00,40.0801,0.72,,"seeded from ""Physics"""
51-9192.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-9193.00,40.0501,0.90,,"seeded from ""Chemistry"""
51-9194.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9194.00,40.0801,0.90,,"seeded from ""Physics"""
51-9195.00,15.0613,0.90,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9195.00,40.0801,0.90,,"seeded from ""Physics"""
51-9195.03,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-9195.03,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9195.03,15.0805,0.77,,"seeded from ""Mechanical Engineering Technology"""
51-9195.04,23.1304,0.90,,"seeded from ""Communication Studies"""
51-9195.04,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
51-9195.04,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
51-9195.05,15.0613,0.93,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
51-9195.05,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9195.05,15.0805,0.73,,"seeded from ""Mechanical Engineering Technology"""
51-9196.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
51-9197.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
51-9198.00,09.0702,0.89,,"seeded from ""Media Production and Leadership"""
51-9198.00,10.0105,0.98,,"seeded from ""Video Production"""
51-9198.00,15.0613,0.82,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
51-9198.00,44.0701,0.89,,"seeded from ""Social Work"""
51-9199.00,09.0702,0.89,,"seeded from ""Media Production and Leadership"""
51-9199.00,10.0105,0.98,,"seeded from ""Video Production"""
53-1041.00,29.0402,0.98,,"seeded from ""Aerospace Systems and Mission Design"""
53-1041.00,43.0202,0.83,,"seeded from ""Fire and Emergency Response Administration"""
53-1042.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-1042.01,45.1001,0.90,,"seeded from ""Political Science"""
53-1043.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
53-1043.00,52.0201,0.72,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-1044.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-1049.00,44.0701,0.93,,"seeded from ""Social Work"""
53-1049.00,52.0201,0.80,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-2011.00,29.0402,0.86,,"seeded from ""Aerospace Systems and Mission Design"""
53-2012.00,29.0402,0.86,,"seeded from ""Aerospace Systems and Mission Design"""
53-2021.00,29.0402,0.74,,"seeded from ""Aerospace Systems and Mission Design"""
53-2022.00,29.0402,0.98,,"seeded from ""Aerospace Systems and Mission Design"""
53-2022.00,52.0201,0.96,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-2022.00,52.0299,0.83,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
53-2031.00,29.0402,0.90,,"seeded from ""Aerospace Systems and Mission Design"""
53-2031.00,43.0202,0.78,,"seeded from ""Fire and Emergency Response Administration"""
53-3011.00,42.2799,0.78,,"seeded from ""Psychology Major"""
53-3011.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
53-3011.00,44.0000,0.78,,"seeded from ""Human Services"""
53-3011.00,51.2201,0.78,,"seeded from ""Public Health"""
53-3011.00,51.3399,0.93,,"resolved from ""Integrative Health Care"""
53-3031.00,52.0201,0.81,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3031.00,52.0901,0.98,,"seeded from ""Hospitality Leadership"""
53-3031.00,52.0904,0.81,,"seeded from ""Hotel Management"""
53-3031.00,52.0907,0.81,,"seeded from ""Event and Meeting Management"""
53-3031.00,52.1401,0.98,,"seeded from ""Marketing"""
53-3031.00,52.1804,0.85,,"seeded from ""Professional Selling"""
53-3032.00,23.1304,0.90,,"seeded from ""Communication Studies"""
53-3032.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3032.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-3033.00,23.1304,0.90,,"seeded from ""Communication Studies"""
53-3033.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3033.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-3051.00,13.0501,0.89,,"seeded from ""Instructional Design and Technology"""
53-3051.00,13.1210,0.89,,"seeded from ""Early Childhood Education"""
53-3051.00,13.1302,0.89,,"seeded from ""Art Education"""
53-3051.00,23.0101,0.89,,"seeded from ""English"""
53-3051.00,23.1304,0.89,,"seeded from ""Communication Studies"""
53-3052.00,31.0504,0.94,,"seeded from ""Sport Management"""
53-3052.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3052.00,52.0299,0.94,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
53-3053.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
53-3053.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
53-3054.00,52.0201,0.70,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3054.00,52.0301,0.98,,"seeded from ""Accounting"""
53-3054.00,52.0801,0.75,,"seeded from ""Finance"""
53-3099.00,23.1304,0.90,,"seeded from ""Communication Studies"""
53-3099.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-3099.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-4011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
53-4011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
53-4011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
53-4013.00,15.0201,0.83,,"seeded from ""Civil Engineering Technology"""
53-4013.00,15.0613,0.83,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
53-4013.00,15.0613,0.83,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
