Organization OID,Catalog OID,Catalog Name,Entity Type,Entity OID,Entity Name,Program OID,Program Type,Degree Type,Program Code,Program Name,Program Description,Structure,Is Active,Pathways Occupation Group,Location OIDs,Location Names,Location Descriptions,Location Integration IDs,Location Street Addresses,Location Display Statuses,Creation Date,Last Modified
,59,2026-2027 Undergraduate Catalog,T,2482,Department of Accounting,13463,Undergraduate Majors,Bachelor of Science,,"Accounting Major, B.S.","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
	<tbody>
		<tr>
			<td>
			<p>Department of Accounting&nbsp;</p>

			<p>College of Business&nbsp;</p>
			</td>
			<td>&nbsp;</td>
			<td style=""text-align:right"">
			<p>Available Program Format(s): Online, In-Person, Hybrid</p>

			<p>CIP Code: 52.0301&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<h2>About the Program&nbsp;</h2>

<hr />
<p>The undergraduate accounting program offers a broad education in accounting and business that provides students the foundational global knowledge, skills and abilities to ethically engage in an accounting career, and be able to prepare and communicate accounting information for management and stakeholder decision-making.&nbsp;</p>

<p>In addition to the business core, students will also complete coursework in 5 areas within the accounting discipline to ensure that graduates are also prepared to pursue professional licensure and certification, as well as graduate education, within accounting or other business disciplines.</p>

<h2>Student Outcomes&nbsp;</h2>

<hr />
<p>Upon graduation, accounting students will demonstrate comprehension of and competence in the following:</p>

<p><strong>Goal 1. Audit</strong></p>

<ul>
	<li>Accounting students will demonstrate comprehension of and competence in the area of auditing based on GAAS framework.</li>
</ul>

<p><strong>Goal 2: Accounting information and Technology</strong></p>

<ul>
	<li>Accounting students will demonstrate comprehension of and competence in the area of accounting information systems and technology</li>
</ul>

<p><strong>Goal 3: Financial Accounting and Reporting</strong></p>

<ul>
	<li>Accounting students will demonstrate comprehension of and competence in the areas of financial accounting and external reporting</li>
</ul>

<p><strong>Goal 4: Managerial Accounting</strong></p>

<ul>
	<li>Accounting students will demonstrate comprehension of and competence in the areas of cost accounting and managerial accounting.</li>
</ul>

<p><strong>Goal 5: Individual Taxation</strong></p>

<ul>
	<li>Accounting students will demonstrate comprehension of and competence in the area of individual taxation.</li>
</ul>

<p>&nbsp;</p>

<p>The College of Business B.S. programs, including Accounting, share a common set of four cross-disciplinary core competencies, knowledge, and skills.&nbsp;</p>

<p><strong>Competency 1: Communication</strong> - Business students will be able to:</p>

<ul>
	<li>1.1 - Communicate effectively through writing.</li>
	<li>1.2 - Communicate effectively through speaking.</li>
</ul>

<p><strong>Competency 2: Business Solutions</strong>&nbsp;- Business students will be able to analyze a business situation and recommend effective solutions utilizing:</p>

<ul>
	<li>2.1 - appropriate technological frameworks.</li>
	<li>2.2 - appropriate ethical frameworks.</li>
	<li>2.3 - appropriate global frameworks.</li>
</ul>

<p><strong>Competency 3: Technological Agility</strong>&nbsp;- Business students will be&nbsp; able to:&nbsp;</p>

<ul>
	<li>3.1&nbsp;-&nbsp;understand the impact of current technology on the business environment.&nbsp;</li>
</ul>

<p><strong>Competency 4: Core Knowledge</strong> - Business students will demonstrate competence in required business topics, including accounting, computer information systems, data analytics, economics,&nbsp;ethics, finance, marketing, management, and business law.</p>","Accounting Major, B.S.
- General Degree Requirements
- Program Requirements
- Additional Program Information:
- General Studies Requirements: 33 credits
- Ethnic Studies and Social Justice Requirement: 0 or 3 credits
- College of Business Additional Requirements: 7 credits
	
	* 	 COMM 1010 - Presentational Speaking 	
	or
	
	* 	 COMM 1100 - Fundamentals of Oral Communication 	
	
	
	* 	 MTH 1110 - College Algebra for Calculus 	
	or
	
	* 	 MTH 1310 - Finite Mathematics for the Management and Social Sciences 	
	
- Business Core: 45 credits
	
	* 	 ACC 2010 - Principles of Accounting I 	
	
	
	* 	 ACC 2020 - Principles of Accounting II 	
	
	
	* 	 BUS 1850 - Introduction to Business 	*
	
	
	* 	 BUS 1950 - Business Communication 	
	
	
	* 	 BUS 3040 - Global Corporate Social Responsibility and Sustainability 	
	or
	
	* 	 ACC 4440 - Accounting Ethics and Professionalism 	
	or
	
	ACCM 5000 - Accounting Ethics, Professionalism, and Leadership Credits: 3
	
	 
	
	* 	 CIS 2010 - Foundations of Information Systems 	
	
	
	* 	 CIS 2320 - Descriptive and Predictive Analytics 	
	
	
	* 	 CIS 3320 - Prescriptive Analytics 	
	
	
	* 	 ECO 2010 - Principles of Macroeconomics 	
	
	
	* 	 ECO 2020 - Principles of Microeconomics 	
	
	
	* 	 FIN 3300 - Managerial Finance 	
	
	
	* 	 MKT 3000 - Principles of Marketing 	
	
	
	* 	 MGT 2210 - Legal Environment of Business I 	
	
	
	* 	 MGT 3000 - Organizational Management 	
	
	
	* 	 MGT 4950 - Strategic Management 	**
	 
	
	* Transfer students that transfer in 6 or more credits of business courses will not need to take BUS 1850 but may take any other College of Business 3-credit hour course that does not appear in their Major or Business Core requirements.
	
	** ""C-"" or better must be earned in MGT 4950.
- Accounting Major Requirements: 21 credits
	
	* 	 ACC 3090 - Income Tax I 	
	
	
	* 	 ACC 3300 - Accounting Information Systems 	
	
	
	* 	 ACC 3400 - Cost Accounting 	
	
	
	* 	 ACC 3510 - Intermediate Accounting I 	
	
	
	* 	 ACC 3520 - Intermediate Accounting II 	
	
	
	* 	 ACC 4200 - Auditing and Attestation 	
	
	
	* 	 ACC 4510 - Advanced Accounting 	
	
- Accounting Electives: 9 credits
	
	* 	 ACC 3100 - Income Tax II 	
	
	
	* 	 ACC 3110 - Volunteer Income Tax Assistance (VITA) 	
	
	
	* 	 ACC 3130 - Accounting for Entrepreneurs 	
	
	
	* 	 ACC 3200 - Governmental Accounting 	
	
	
	* 	 ACC 3750 - International Accounting 	
	
	
	* 	 ACC 3980 - Internship in Accounting 	
	
	
	* 	 ACC 4440 - Accounting Ethics and Professionalism 	
	
	
	* 	 ACC 4520 - Mergers and Acquisitions 	
	
	
	* 	 ACC 3700 - Risk Assurance and Advisory I 	
	
- Senior Experience: 3 credits
	
	* 	 MGT 4950 - Strategic Management 	(this course is also required and counted in the Business Core)
	
- Summary of Requirements",1,16,,,,,,,9/17/2025 10:09,6/26/2026 11:08
,59,2026-2027 Undergraduate Catalog,T,2482,Department of Accounting,13464,Undergraduate Minors,Minor,,Accounting Minor,"<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
	<tbody>
		<tr>
			<td>Department of Accounting&nbsp;</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>College of Business&nbsp;</td>
			<td style=""text-align:right"">CIP Code: 52.0301</td>
		</tr>
	</tbody>
</table>

<h2>About the Program</h2>

<hr />
<p>The accounting minor offers students a broad-based education in accounting, emphasizing a particular field within this discipline, such as financial accounting, managerial accounting, tax accounting, or governmental accounting.</p>

<h3>Student Outcomes</h3>

<hr />
<ol>
	<li>Explain fundamental financial accounting concepts and how they relate to the preparation and interpretation of financial statements.&nbsp;&nbsp;</li>
	<li>Describe core managerial accounting concepts and how they support planning, decision-making, and performance evaluation.&nbsp;&nbsp;</li>
	<li>Summarize essential tax concepts related to individual income taxation and compliance.&nbsp;</li>
</ol>","Accounting Minor
- Program Requirements
- Required Courses: 12 credits
	
	* 	 ACC 2010 - Principles of Accounting I 	
	
	
	* 	 ACC 2020 - Principles of Accounting II 	
	
	
	* 	 ACC 3090 - Income Tax I 	
	
	
	* 	 ACC 3510 - Intermediate Accounting I 	
	
- Elective Courses: 6 credits
- Summary of Requirements",1,,,,,,,,9/17/2025 10:09,7/6/2026 18:02
,59,2026-2027 Undergraduate Catalog,I,2477,Metropolitan State University of Denver,13465,Requirements,Requirements,,Ethnic Studies & Social Justice Graduation Requirement,"<p>To earn a bachelor's degree, students must complete a 3-credit Ethnic Studies and Social Justice (ESSJ) course.&nbsp;</p>

<p>Ethnic Studies &amp; Social Justice courses can satisfy both the Ethnic Studies &amp; Social Justice requirement and any other program requirements satisfied by that course. The ESSJ course does not require three credits as a separate category and can be taken in the major, minor, or as an elective.</p>

<p>Ethnic Studies is rooted in a social justice approach to studying historically marginalized communities of color. The Ethnic Studies &amp; Social Justice (ESSJ) curriculum requirement is designed to equip students with the tools to challenge, understand, and contextualize the treatment of racially and ethnically marginalized groups in the United States. As a fluid and contested space, the United States has been a historically, geographically, and politically contingent region. These courses center the experiences of marginalized groups and examine the ways in which the existences and experiences of these groups have been historically shaped by oppression and systems of white supremacy. ESSJ coursework interrogates relationships between power, privilege, and oppression. Students explore how power and privilege in the past and present maintain oppression. Additionally, course content examines the resilience, activism, and advocacy of racially and ethnically marginalized groups to counter oppression and systems of white supremacy. Students learn to recognize key moments of liberation and those movements that advance social justice for racially and ethnically marginalized groups. Course content and materials may also examine and interrogate the oppression of other groups whose marginalized identities have been racialized and who have been thus oppressed as racial or ethnic minorities.</p>

<hr />
<p>At the conclusion of an ESSJ course, students will be able to:</p>

<ol start=""1"">
	<li>Define and understand key critical theories and concepts that inform discussions of racism and colonialism as they overlap with other systems of power as historically situated in the U.S.&nbsp;</li>
	<li>Define and apply concepts of social justice within specific curriculum and course content to demonstrate the impact of racial and ethnic inequality in the U.S.</li>
	<li>Identify and evaluate unequal power relationships between and/or among, one or more marginalized groups in the U.S.</li>
	<li>Recognize and describe ways in which power and privilege are held and upheld by dominant groups in relation to marginalized groups and/or individuals.</li>
	<li>Analyze the effects of institutional oppression on marginalized groups in the U.S.</li>
</ol>

<hr />
<p>In 2023 MSU Denver replaced the multicultural graduation requirement with the ESSJ graduation requirement. Courses that carry ESSJ designation can be used to fulfill the multicultural requirement for students on an earlier catalog. To satisfy the ESSJ requirement, a course must appear on the list of approved ESSJ courses at the time of the enrollment in the course.</p>","Ethnic Studies & Social Justice Graduation Requirement
- Ethnic Studies & Social Justice Courses (3 Semester Hours)
	
	* 	 AAS 1010 - Introduction to Africana Studies 	(Social and Behavioral Sciences)
	
	
	* 	 AAS 1150 - Race and Social Justice in U.S. History 	(Historical)
	
	
	* 	 AAS 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
	* 	 AAS 2100 - Women of Color 	(Social and Behavioral Sciences)
	
	
	* 	 AAS 2200 - Politics and Black People 	
	
	
	* 	 AAS 3220 - Prejudice and Discrimination 	
	
	
	* 	 AAS 3240 - African American Literature 	
	
	
	* 	 AAS 3300 - The Black Community 	
	
	
	* 	 AAS 3440 - American Slavery 	
	
	
	* 	 AAS 3570 - African American History I 	
	
	
	* 	 AAS 3580 - African American History II 	
	
	
	* 	 ANT 2330 - Cross-Cultural Communication 	(Social and Behavioral Sciences)
	
	
	* 	 ARTH 3300 - Multiculturalism and American Art [ARCHIVED FALL 2024] 	
	
	
	* 	 CHS 1000 - Introduction to Chicana/o Studies 	(Social and Behavioral Sciences)
	
	
	* 	 CHS 1150 - Race and Social Justice in U.S. History 	(Historical)
	
	
	* 	 CHS 2010 - Survey of Chicana/o Literature 	(Arts and Humanities)
	
	
	* 	 CHS 2100 - Women of Color 	(Social and Behavioral Sciences)
	
	
	* 	 CHS 3020 - Chicana/o History, 1836 to the Present 	
	
	
	* 	 CHS 3100 - Social Justice and Activism in the Chicana/o Community 	(Social and Behavioral Sciences)
	
	
	* 	 CHS 3200 - Chicanos and the Law 	
	
	
	* 	 CHS 3650 - Latinx Religions and Spiritualities 	
	
	
	* 	 CJC 3720 - Chicanos and the Law 	
	
	
	* 	 COMM 3000 - Race, Racism, and Communication in the United States 	(Social and Behavioral Sciences)
	
	
	* 	 ECE 3860 - Cultural Socialization of Children 	
	
	
	* 	 ECO 3600 - Economics of Social Justice 	
	
	
	* 	 EDS 1001 - Advancing Social Justice and Educational Equity: Challenges and Strategies 	(Social and Behavioral Sciences)
	
	
	* 	 EDS 3150 - Critical Sociocultural Lenses for Teachers 	(Social and Behavioral Sciences)
	
	
	* 	 EDU 1111 - Education within Diverse Communities 	
	
	
	* 	 EDU 3111 - Education in Diverse Communities [ARCHIVED FALL 2024] 	
	
	
	* 	 EDU 3200 - Human Diversity: Applications to Multicultural Education [ARCHIVED FALL 2024] 	
	
	
	* 	 ENG 2410 - Survey of Chicana/o Literature 	(Arts and Humanities)
	
	
	* 	 ENG 3240 - African American Literature 	
	
	
	* 	 ENG 3513 - Race Talk 	(Arts and Humanities)
	
	
	* 	 GEG 2700 - Geographies of Environmental Justice 	(Social and Behavioral Sciences)
	
	
	* 	 GEG 3300 - Indigenous Territories and Spatial Justice 	(Social and Behavioral Sciences)
	
	
	* 	 GWS 1200 - Sexuality, Race, and Power 	(Social and Behavioral Sciences)
	
	
	* 	 GWS 2100 - Women of Color 	(Social and Behavioral Sciences)
	
	
	* 	 GWS 3220 - Prejudice and Discrimination [ARCHIVED FALL 2024] 	
	
	
	* 	 GWS 3650 - Economics of Social Justice 	
	
	
	* 	 GWS 3700 - Psychology of Group Prejudice [ARCHIVED FALL 2026] 	
	
	
	* 	 GWS 4830 - Workforce Diversity [CL ENDED FALL 2025] 	(Senior Experience)
	
	
	* 	 HIS 1150 - Race and Social Justice in U.S. History 	(Historical)
	
	
	* 	 HIS 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
	* 	 HIS 3420 - American West 	
	
	
	* 	 HIS 3426 - Colorado Water and the American West 	
	
	
	* 	 HIS 3440 - American Slavery 	
	
	
	* 	 HIS 3450 - Food in U.S. History [ARCHIVED FALL 2024] 	
	
	
	* 	 HIS 3463 - Getting Schooled: A History of American Education 	
	
	
	* 	 HIS 3490 - Native American History 	
	
	
	* 	 HIS 3560 - Chicana/o History, 1836 to the Present 	
	
	
	* 	 HIS 3570 - African American History I 	
	
	
	* 	 HIS 3580 - African American History II 	
	
	
	* 	 HIS 3660 - American Protest: The History of Social Movements from the Cold War to the Twenty-First Century 	
	
	
	* 	 HON 1003 - Introduction to Chicana/o Studies 	(Social and Behavioral Sciences)
	
	
	* 	 HON 3101 - Social Justice and Activism in the Chicana/o Community 	(Social and Behavioral Sciences)
	
	
	* 	 MKT 3750 - Ethnic Representations in Marketing 	
	
	
	* 	 MUS 1040 - Music, Race, and Power 	(Arts and Humanities)
	
	
	* 	 MUS 3051 - From Blues to Hip Hop: African American Musical Heritage 	(Arts and Humanities)
	
	
	* 	 NAS 1000 - Introduction to Native American Studies 	
	
	
	* 	 NAS 2700 - Geographies of Environmental Justice 	(Social and Behavioral Sciences)
	
	
	* 	 NAS 3200 - Native American Politics 	
	
	
	* 	 NAS 3300 - Indigenous Territories and Spatial Justice 	(Social and Behavioral Sciences)
	
	
	* 	 NUT 2060 - Nutrition, Food, and Social Justice in the United States 	(Social and Behavioral Sciences)
	
	
	* 	 PHI 3340 - Philosophy of Race 	
	
	
	* 	 PSC 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
	* 	 PSC 2200 - Politics and Black People 	
	
	
	* 	 PSC 3200 - Native American Politics 	
	
	
	* 	 PSC 3300 - Indigenous Territories and Spatial Justice 	(Social and Behavioral Sciences)
	
	
	* 	 PSY 3060 - Psychology and Racism 	
	
	
	* 	 RLG 1090 - Religion, Justice, and Liberation Movements 	(Arts and Humanities)
	
	
	* 	 RLG 3650 - Latinx Religions and Spiritualities 	
	
	
	* 	 SED 2200 - Social Justice and Disability Issues for Educators 	
	
	
	* 	 SOC 1040 - Introduction to Social Gerontology 	
	
	
	* 	 SOC 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
	* 	 SOC 3140 - The Black Community 	
	
	
	* 	 SOC 3220 - Prejudice and Discrimination 	
	
	
	* 	 SPA 3220 - Folklore and Culture of the Mexican Southwest 	
	
	
	* 	 SWK 3110 - Social Justice and Activism in the Chicana/o Community 	(Social and Behavioral Sciences)
	
	
	* 	 SWK 3140 - The Black Community 	
	
- Transferability of Ethnic Studies & Social Justice Credits",1,,,,,,,,9/17/2025 10:09,4/28/2026 16:01
,59,2026-2027 Undergraduate Catalog,T,2489,Department of Africana Studies,13467,Undergraduate Majors,Bachelor of Arts,,"Africana Studies Major, B.A.","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
	<tbody>
		<tr>
			<td>
			<p>Department of Africana Studies&nbsp;</p>

			<p>College of Letters, Arts and Sciences&nbsp;&nbsp;</p>
			</td>
			<td>&nbsp;</td>
			<td style=""text-align:right"">
			<p>Program Format(s): In-Person</p>

			<p>CIP Code: 05.0201</p>
			</td>
		</tr>
	</tbody>
</table>

<h2>About the Program</h2>

<hr />
<p>The Department of Africana Studies offers an interdisciplinary curriculum that examines the histories, cultures, and lived experiences of African-descended peoples across Africa, the Americas, the Caribbean, Europe, and beyond, and provides practical skill-building in the scientific study of those experiences. Courses explore topics such as Black political thought, cultural expression, social movements, religion, and global systems of power and resistance. Students gain critical thinking, research, writing, and intercultural communication skills that prepare them for careers in education, public service, media, law, and other fields. Africana Studies fosters a deep understanding of the global African experience while equipping students to engage thoughtfully and effectively in diverse professional and civic contexts.</p>

<h2>Student Outcomes</h2>

<hr />
<p>Upon completion of this program students will be able to:&nbsp;</p>

<ol start=""1"">
	<li>Demonstrate a broad and interdisciplinary understanding of the histories, cultures, religions, and lived experiences of African-descended peoples across Africa, the Americas, the Caribbean, Europe, and beyond.</li>
	<li>Define, apply, and evaluate key theories and concepts-including colonialism, racism, diaspora, resistance, and liberation-to analyze global systems of power and their effects on African-descended communities.</li>
	<li>Employ interdisciplinary research methods-including both quantitative and qualitative approaches-to investigate Africana experiences, evaluate evidence, and produce scholarly or applied research.</li>
	<li>Communicate effectively through clear and persuasive writing, oral presentation, and intercultural dialogue that demonstrate command of Africana Studies concepts and perspectives.</li>
	<li>Articulate and apply concepts of equity, social justice, and community responsibility to contemporary issues facing African-descended peoples, and engage thoughtfully in civic and professional contexts.</li>
	<li>Analyze and interpret diverse forms of Black cultural expression-including literature, music, art, film, and digital media-as sites of identity, resistance, and social transformation.</li>
	<li>Integrate Africana Studies knowledge and skills into professional pathways-including education, law, public service, policy, media, or community-based work-demonstrating the ability to navigate diverse workplaces and global contexts.</li>
</ol>","Africana Studies Major, B.A.
- General Degree Requirements
- Program Requirements
- General Studies Requirements: 33 credits
- Ethnic Studies & Social Justice Requirement: 0 or 3 credits
- Required Courses: 12 credits
	
	* 	 AAS 1010 - Introduction to Africana Studies 	
	
	
	* 	 AAS 1130 - Survey of African History 	
	
	
	* 	 AAS 2010 - Interdisciplinary Research Methods in Social Issues 	
	
	
	* 	 AAS 3570 - African American History I 	
	
- Elective Cluster Requirements: 18 credits
	History and Memory
	* 	 AAS 3400 - Contemporary Africa 	
	
	
	* 	 AAS 3440 - American Slavery 	
	
	
	* 	 AAS 3580 - African American History II 	
	
	
	* 	 AAS 3610 - Caribbean History and Culture 	
	
	Literature and Cultural Production
	* 	 AAS 3240 - African American Literature 	
	
	
	* 	 AAS 3250 - Black Women Writers 	
	
	
	* 	 AAS 3330 - Egyptian Art 	
	
	
	* 	 AAS 3920 - Hip-Hop Culture and Rap Music 	
	
	
	* 	 AAS 3930 - African Authors 	
	
	Politics and Institutions 
	* 	 AAS 2000 - Social Movements and the Black Experience 	
	
	
	* 	 AAS 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
	* 	 AAS 2200 - Politics and Black People 	
	
	
	* 	 AAS 2400 - USA - Africa Relations 	
	
	
	* 	 AAS 3910 - African Politics and Government 	
	
	Social Science and Community Research
	* 	 AAS 1030 - Introduction to Social Justice and Decoloniality 	
	
	
	* 	 AAS 1090 - Social Justice and Advocacy 	
	
	
	* 	 AAS 1150 - Race and Social Justice in U.S. History 	
	
	
	* 	 AAS 2100 - Women of Color 	
	
	
	* 	 AAS 3010 - Advanced Research Methods in Africana Studies 	
	
	
	* 	 AAS 3300 - The Black Community 	
	
	
	* 	 AAS 3550 - The Black Family 	
	
	
	* 	 AAS 3700 - Psychology of Group Prejudice 	
	 
	
	*Courses can apply across clusters with Department Chair approval
	- All Available Electives
	
		* 	 AAS 1030 - Introduction to Social Justice and Decoloniality 	
	
	
		* 	 AAS 1090 - Social Justice and Advocacy 	
	
	
		* 	 AAS 1150 - Race and Social Justice in U.S. History 	
	
	
		* 	 AAS 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
		* 	 AAS 2100 - Women of Color 	
	
	
		* 	 AAS 2200 - Politics and Black People 	
	
	
		* 	 AAS 2300 - African Peoples and Cultures 	
	
	
		* 	 AAS 2400 - USA - Africa Relations 	
	
	
		* 	 AAS 3010 - Advanced Research Methods in Africana Studies 	
	
	
		* 	 AAS 3220 - Prejudice and Discrimination 	
	
	
		* 	 AAS 3250 - Black Women Writers 	
	
	
		* 	 AAS 3300 - The Black Community 	
	
	
		* 	 AAS 3310 - Arts of Africa 	
	
	
		* 	 AAS 3330 - Egyptian Art 	
	
	
		* 	 AAS 3400 - Contemporary Africa 	
	
	
		* 	 AAS 3440 - American Slavery 	
	
	
		* 	 AAS 3550 - The Black Family 	
	
	
		* 	 AAS 3570 - African American History I 	
	
	
		* 	 AAS 3580 - African American History II 	
	
	
		* 	 AAS 3610 - Caribbean History and Culture 	
	
	
		* 	 AAS 3700 - Psychology of Group Prejudice 	
	
	
		* 	 AAS 3910 - African Politics and Government 	
	
	
		* 	 AAS 3920 - Hip-Hop Culture and Rap Music 	
	
	
		* 	 AAS 3930 - African Authors 	
	
	
		* 	 AAS 3980 - Internship in Africana Studies 	
	
- Experiential/Global Requirements: 6 credits
	
	* 	 AAS 3010 - Advanced Research Methods in Africana Studies 	
	
	
	* 	 AAS 3400 - Contemporary Africa 	
	
	
	* 	 AAS 3980 - Internship in Africana Studies 	
	
- Senior Experience: 3 credits
	
	* 	 AAS 4850 - Research Seminar in Africana Studies 	
	
- Summary of Requirements",1,59,,,,,,,9/17/2025 10:09,6/26/2026 13:01
,59,2026-2027 Undergraduate Catalog,T,2489,Department of Africana Studies,13468,Undergraduate Minors,Minor,,Africana Studies Minor,"<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
	<tbody>
		<tr>
			<td>Department of Africana Studies&nbsp;</td>
			<td>&nbsp;</td>
		</tr>
		<tr>
			<td>College of Letters, Arts and Sciences&nbsp;</td>
			<td style=""text-align:right"">CIP Code: 05.0201</td>
		</tr>
	</tbody>
</table>

<h2>About the Program</h2>

<hr />
<p>The Africana Studies minor provides students with an interdisciplinary understanding of the histories, cultures, and lived experiences of African-descended peoples across Africa, the Americas, the Caribbean, Europe, and beyond. Drawing from history, political science, sociology, literature, and cultural studies, the program emphasizes both breadth of knowledge and practical research skills. The minor is designed to complement a wide range of majors - including Political Science, History, English, Sociology, Education, and International Studies - by equipping students with critical thinking, writing, and intercultural communication skills.</p>

<h2>Student Outcomes</h2>

<hr />
<ol start=""1"">
	<li>Analyze the historical, social, political, and cultural experiences of African-descended peoples across the African Diaspora using interdisciplinary perspectives from the humanities and social sciences.&nbsp;&nbsp;</li>
	<li>Explain how systems of race, colonialism, power, and resistance have shaped institutions, identities, and inequalities in the United States and globally.&nbsp;&nbsp;</li>
	<li>Apply Africana Studies concepts and frameworks to contemporary social issues,&nbsp;demonstrating&nbsp;connections between academic knowledge and real-world contexts.&nbsp;&nbsp;</li>
	<li>Evaluate diverse forms of Black cultural expression, political thought, and community knowledge as sources of insight, innovation, and social change.&nbsp;&nbsp;</li>
	<li>Communicate informed perspectives on issues affecting African-descended communities through clear written, oral, or creative work&nbsp;appropriate to&nbsp;academic, professional, or civic settings.&nbsp;</li>
</ol>","Africana Studies Minor
- Program Requirements
- Required Courses: 9 credits
	
	* 	 AAS 1010 - Introduction to Africana Studies 	
	
	
	* 	 AAS 2000 - Social Movements and the Black Experience 	
	
	
	* 	 AAS 2010 - Interdisciplinary Research Methods in Social Issues 	
	
- Elective Courses: 9 credits
	- History and Memory
	
		* 	 AAS 3400 - Contemporary Africa 	
	
	
		* 	 AAS 3440 - American Slavery 	
	
	
		* 	 AAS 3580 - African American History II 	
	
	
		* 	 AAS 3610 - Caribbean History and Culture 	
	
	- Literature and Cultural Production
	
		* 	 AAS 3240 - African American Literature 	
	
	
		* 	 AAS 3250 - Black Women Writers 	
	
	
		* 	 AAS 3330 - Egyptian Art 	
	
	
		* 	 AAS 3920 - Hip-Hop Culture and Rap Music 	
	
	
		* 	 AAS 3930 - African Authors 	
	
	- Politics and Institutions
	
		* 	 AAS 2090 - The Black Lives Matter Movement and the Origins of Modern Black Protest 	
	
	
		* 	 AAS 2200 - Politics and Black People 	
	
	
		* 	 AAS 2400 - USA - Africa Relations 	
	
	
		* 	 AAS 3910 - African Politics and Government 	
	
	- Social Science and Community Research
	
		* 	 AAS 1030 - Introduction to Social Justice and Decoloniality 	
	
	
		* 	 AAS 1090 - Social Justice and Advocacy 	
	
	
		* 	 AAS 1150 - Race and Social Justice in U.S. History 	
	
	
		* 	 AAS 2100 - Women of Color 	
	
	
		* 	 AAS 3300 - The Black Community 	
	
	
		* 	 AAS 3700 - Psychology of Group Prejudice 	
	
- Summary of Requirements",1,,,,,,,,9/17/2025 10:09,7/9/2026 13:40
,59,2026-2027 Undergraduate Catalog,T,2511,Air Force ROTC,13469,Military Programs,Special Programs,,Air Force ROTC Modified Two-Year Program,"<p>This program is offered to full-time, regularly enrolled degree students. It requires at least two years of full-time college undergraduate or graduate level, or a combination). Those selected for this program must complete a six-week field-training program during the summer months as a prerequisite for entry into the POC the following fall semester.</p>",Air Force ROTC Modified Two-Year Program,1,,,,,,,,9/17/2025 10:09,9/17/2025 10:09
,59,2026-2027 Undergraduate Catalog,T,2511,Air Force ROTC,13470,Military Programs,Special Programs,,Air Force ROTC Standard Four-Year Program,"<p>This program is in three parts: the General Military Course (GMC) for lower-division students; the Professional Officer Course (POC) for upper-division students; and the Leadership Laboratory (LLAB), attended by all cadets. Completion of the GMC is a prerequisite for entry into the POC. Completion of a four-week summer training course is required prior to commissioning.</p>",Air Force ROTC Standard Four-Year Program,1,,,,,,,,9/17/2025 10:09,9/17/2025 10:09
